,head,relation,tail
4719,08478482,_hypernym,08058098
4720,08482271,_derivationally_related_form,01999423
4721,08482271,_derivationally_related_form,02729023
4722,08482271,_synset_domain_topic_of,08199025
4723,08550076,_derivationally_related_form,01309701
4724,08550076,_derivationally_related_form,01311103
4725,08550076,_derivationally_related_form,01313923
4726,08550076,_derivationally_related_form,02143539
4727,08550076,_hypernym,08651247
4728,08572467,_hypernym,08573472
4729,08573472,_derivationally_related_form,00131018
4730,08573472,_derivationally_related_form,01079172
4731,08573472,_hypernym,08510666
4732,08621598,_derivationally_related_form,01494310
4733,08626080,_derivationally_related_form,00131018
4734,08629508,_hypernym,08510666
4735,08663354,_hypernym,08510666
4736,09178821,_hypernym,00023773
4737,09179776,_hypernym,09178821
4738,09184834,_hypernym,00023773
4739,09184975,_derivationally_related_form,00794079
4740,09184975,_derivationally_related_form,00851239
4741,09184975,_derivationally_related_form,01230710
4742,09184975,_derivationally_related_form,01646866
4743,09184975,_derivationally_related_form,01649999
4744,09184975,_derivationally_related_form,01759326
4745,09184975,_hypernym,09184834
4746,09206985,_derivationally_related_form,01921964
4747,09206985,_derivationally_related_form,01974062
4748,09206985,_derivationally_related_form,02037989
4749,09206985,_hypernym,09437454
4750,09224911,_hypernym,00019128
4751,09257949,_derivationally_related_form,01207951
4752,09257949,_hypernym,00019128
4753,09258715,_derivationally_related_form,00336922
4754,09258715,_hypernym,09379111
4755,09279458,_derivationally_related_form,00918872
4756,09279458,_derivationally_related_form,01637982
4757,09279458,_derivationally_related_form,02154508
4758,09279458,_hypernym,00002684
4759,09379111,_derivationally_related_form,02744651
4760,09379111,_hypernym,13910384
4761,09385911,_hypernym,00002452
4762,09451517,_derivationally_related_form,01990281
4763,09451517,_has_part,09379111
4764,09465459,_derivationally_related_form,00368109
4765,09465459,_has_part,09385911
4766,09470550,_hypernym,09258715
4767,09606009,_derivationally_related_form,00796315
4768,09606009,_derivationally_related_form,02373336
4769,09606009,_derivationally_related_form,02544348
4770,09609871,_derivationally_related_form,00126264
4771,09609871,_derivationally_related_form,00169806
4772,09609871,_hypernym,00007846
4773,09610660,_derivationally_related_form,00742320
4774,09610660,_hypernym,00007846
4775,09612131,_derivationally_related_form,00869596
4776,09612131,_hypernym,10782940
4777,09612131,_synset_domain_topic_of,00181781
4778,09612291,_hypernym,09615465
4779,09612291,_synset_domain_topic_of,00181781
4780,09613191,_hypernym,00007846
4781,09614315,_derivationally_related_form,01685313
4782,09614315,_hypernym,00007846
4783,09614684,_derivationally_related_form,00598215
4784,09614684,_derivationally_related_form,00818466
4785,09614684,_derivationally_related_form,00895304
4786,09614684,_derivationally_related_form,01128193
4787,09614684,_derivationally_related_form,01129876
4788,09614684,_derivationally_related_form,01130169
4789,09614684,_derivationally_related_form,01149138
4790,09614684,_hypernym,10466918
4791,09615465,_derivationally_related_form,00775156
4792,09615465,_hypernym,00007846
4793,09615807,_hypernym,00007846
4794,09616922,_derivationally_related_form,02492198
4795,09616922,_hypernym,00007846
4796,09617867,_hypernym,00007846
4797,09623038,_derivationally_related_form,00771632
4798,09623038,_derivationally_related_form,01999423
4799,09623038,_derivationally_related_form,01999798
4800,09623038,_derivationally_related_form,02440244
4801,09623038,_derivationally_related_form,08381436
4802,09623038,_hypernym,00007846
4803,09626589,_derivationally_related_form,02106506
4804,09626589,_derivationally_related_form,02154508
4805,09626589,_derivationally_related_form,02455407
4806,09626589,_hypernym,00007846
4807,09629752,_derivationally_related_form,01835496
4808,09629752,_derivationally_related_form,01841079
4809,09629752,_derivationally_related_form,01846916
4810,09629752,_derivationally_related_form,02102002
4811,09629752,_hypernym,00007846
4812,09631129,_hypernym,00007846
4813,09632518,_hypernym,00007846
4814,09633969,_derivationally_related_form,02566528
4815,09755241,_derivationally_related_form,02073714
4816,09755241,_hypernym,10114897
4817,09762385,_derivationally_related_form,00843468
4818,09762385,_hypernym,09615465
4819,09764900,_hypernym,00007846
4820,09773076,_derivationally_related_form,01992503
4821,09773245,_derivationally_related_form,00775831
4822,09773245,_derivationally_related_form,00776059
4823,09773245,_derivationally_related_form,01091427
4824,09773245,_derivationally_related_form,02378623
4825,09773245,_derivationally_related_form,07548366
4826,09773245,_derivationally_related_form,13860548
4827,09773245,_derivationally_related_form,13980288
4828,09773245,_hypernym,00007846
4829,09773962,_hypernym,10490699
4830,09774266,_derivationally_related_form,00876442
4831,09774783,_hypernym,00007846
4832,09775663,_derivationally_related_form,00872886
4833,09775663,_derivationally_related_form,01016316
4834,09775663,_hypernym,10249950
4835,09775663,_synset_domain_topic_of,08441203
4836,09792237,_derivationally_related_form,05217168
4837,09792237,_hypernym,09617867
4838,09798534,_derivationally_related_form,00894738
4839,09798534,_derivationally_related_form,06740919
4840,09798534,_hypernym,09774783
4841,09802050,_derivationally_related_form,00681429
4842,09802050,_hypernym,10066732
4843,09802239,_derivationally_related_form,00681429
4844,09811712,_hypernym,09610660
4845,09820263,_hypernym,09613191
4846,09821253,_derivationally_related_form,00019792
4847,09821253,_derivationally_related_form,00347610
4848,09821253,_derivationally_related_form,00862683
4849,09821253,_derivationally_related_form,01119169
4850,09821253,_derivationally_related_form,01120069
4851,09821253,_hypernym,09633969
4852,09824361,_hypernym,09617867
4853,09826204,_derivationally_related_form,01941093
4854,09826204,_derivationally_related_form,05635188
4855,09826204,_hypernym,10605985
4856,09833997,_derivationally_related_form,02583545
4857,09833997,_hypernym,00007846
4858,09839167,_derivationally_related_form,02259829
4859,09855630,_derivationally_related_form,06037298
4860,09855630,_derivationally_related_form,06037666
4861,09855630,_hypernym,10560637
4862,09855630,_synset_domain_topic_of,06037666
4863,09870208,_derivationally_related_form,00445802
4864,09870208,_derivationally_related_form,01419982
4865,09870208,_derivationally_related_form,01420765
4866,09870208,_hypernym,09939313
4867,09873348,_hypernym,09939313
4868,09878275,_derivationally_related_form,01654628
4869,09893600,_derivationally_related_form,01806505
4870,09897696,_derivationally_related_form,01449974
4871,09897696,_hypernym,09629752
4872,09900981,_derivationally_related_form,01806505
4873,09901143,_derivationally_related_form,01082454
4874,09901143,_derivationally_related_form,01439190
4875,09901143,_hypernym,10205457
4876,09926862,_derivationally_related_form,00654625
4877,09926862,_derivationally_related_form,00739662
4878,09929298,_hypernym,09820263
4879,09939313,_derivationally_related_form,00775156
4880,09939313,_derivationally_related_form,01091427
4881,09939313,_derivationally_related_form,01092366
4882,09939313,_hypernym,00007846
4883,09961999,_derivationally_related_form,07133701
4884,09961999,_hypernym,10630188
4885,09962789,_derivationally_related_form,00928630
4886,09962966,_derivationally_related_form,00906367
4887,09962966,_hypernym,10476086
4888,09963914,_derivationally_related_form,00404642
4889,09968845,_derivationally_related_form,00591236
4890,09968845,_derivationally_related_form,00872886
4891,09968845,_hypernym,09774266
4892,09976429,_hypernym,00007846
4893,09977660,_derivationally_related_form,02480923
4894,09985279,_derivationally_related_form,01552519
4895,09985279,_hypernym,10605985
4896,09997404,_derivationally_related_form,00714884
4897,09997404,_derivationally_related_form,00772189
4898,09997404,_derivationally_related_form,00773432
4899,09997404,_hypernym,09615465
4900,10002760,_derivationally_related_form,00910135
4901,10002760,_derivationally_related_form,02521410
4902,10002760,_hypernym,10515194
4903,10003283,_derivationally_related_form,02212825
4904,10003283,_derivationally_related_form,02213074
4905,10003283,_hypernym,09615465
4906,10014939,_derivationally_related_form,02439501
4907,10018021,_derivationally_related_form,00804802
4908,10018021,_derivationally_related_form,00807461
4909,10018021,_derivationally_related_form,00910135
4910,10018021,_hypernym,00007846
4911,10019888,_derivationally_related_form,02467662
4912,10032676,_hypernym,09616922
4913,10035430,_derivationally_related_form,01512259
4914,10035809,_derivationally_related_form,02419773
4915,10035809,_hypernym,10241300
4916,10045454,_derivationally_related_form,00883297
4917,10045454,_hypernym,10631941
4918,10045713,_hypernym,10480253
4919,10046527,_derivationally_related_form,01642924
4920,10046527,_derivationally_related_form,02560767
4921,10046527,_hypernym,00007846
4922,10056103,_derivationally_related_form,00022686
4923,10060175,_hypernym,09629752
4924,10066732,_derivationally_related_form,00593944
4925,10066732,_derivationally_related_form,00670261
4926,10066732,_hypernym,09824361
4927,10075529,_derivationally_related_form,06757891
4928,10075529,_hypernym,10345804
4929,10090498,_derivationally_related_form,02154312
4930,10090498,_derivationally_related_form,02154508
4931,10090498,_derivationally_related_form,02248465
4932,10096217,_derivationally_related_form,01840238
4933,10096217,_derivationally_related_form,01940403
4934,10096217,_hypernym,09629752
4935,10107303,_derivationally_related_form,00348746
4936,10107303,_derivationally_related_form,01647229
4937,10107303,_hypernym,10383816
4938,10114897,_hypernym,09977660
4939,10115082,_derivationally_related_form,02075462
4940,10140051,_derivationally_related_form,01281611
4941,10140051,_hypernym,09939313
4942,10150794,_hypernym,00007846
4943,10160012,_derivationally_related_form,01789514
4944,10161178,_derivationally_related_form,01789514
4945,10161178,_hypernym,10716005
4946,10162194,_derivationally_related_form,01774136
4947,10162194,_hypernym,00007846
4948,10162991,_derivationally_related_form,00593108
4949,10162991,_derivationally_related_form,02440244
4950,10162991,_derivationally_related_form,02729023
4951,10162991,_hypernym,09623038
4952,10165448,_derivationally_related_form,02170427
4953,10165448,_hypernym,09626589
4954,10178216,_derivationally_related_form,01236164
4955,10178216,_derivationally_related_form,01405044
4956,10178216,_derivationally_related_form,01410223
4957,10178216,_hypernym,10335931
4958,10190516,_hypernym,10577284
4959,10191613,_derivationally_related_form,02290956
4960,10191613,_hypernym,09608709
4961,10205985,_derivationally_related_form,00831651
4962,10206887,_derivationally_related_form,02390470
4963,10209082,_derivationally_related_form,00771961
4964,10209082,_derivationally_related_form,01641914
4965,10209082,_hypernym,09623038
4966,10209246,_derivationally_related_form,00851239
4967,10209246,_derivationally_related_form,01789514
4968,10209246,_hypernym,10731244
4969,10212780,_derivationally_related_form,01732172
4970,10212780,_hypernym,00007846
4971,10213652,_hypernym,09631129
4972,10213652,_hypernym,10060175
4973,10214062,_derivationally_related_form,01126360
4974,10214062,_derivationally_related_form,01993352
4975,10214062,_hypernym,10213652
4976,10214637,_derivationally_related_form,01637982
4977,10241300,_derivationally_related_form,02406916
4978,10241300,_hypernym,10791221
4979,10249950,_hypernym,10480253
4980,10249950,_synset_domain_topic_of,08441203
4981,10256537,_derivationally_related_form,00834259
4982,10256537,_hypernym,09998101
4983,10261041,_derivationally_related_form,15140405
4984,10261041,_derivationally_related_form,15140892
4985,10261041,_hypernym,09962966
4986,10280674,_derivationally_related_form,00099951
4987,10280674,_derivationally_related_form,01629958
4988,10280674,_hypernym,10415638
4989,10284064,_derivationally_related_form,01621555
4990,10284064,_derivationally_related_form,01654628
4991,10284064,_derivationally_related_form,01659248
4992,10285762,_derivationally_related_form,02566528
4993,10292316,_derivationally_related_form,01621555
4994,10292316,_derivationally_related_form,01653442
4995,10334957,_derivationally_related_form,01921964
4996,10335801,_derivationally_related_form,00941990
4997,10335931,_derivationally_related_form,01855606
4998,10335931,_hypernym,09629752
4999,10336234,_hypernym,10791221
5000,10339504,_derivationally_related_form,00630380
5001,10339504,_hypernym,10708454
5002,10345804,_derivationally_related_form,01009240
5003,10349243,_derivationally_related_form,02558172
